order_id,order_line_id,order_date,ship_date,customer_id,customer_name,product_id,product_name,quantity_mt,unit_price,total_amount,currency,sales_region,sales_channel,customer_segment,contract_id,discount_pct,rebate_amount,freight_cost,ship_from_site,ship_to_location,incoterms,net_revenue,week_start
ORD-00007648,1,2025-08-20,2025-08-29,CUST-00102,Pacific Partners,TOL-001,Toluene,2.7,988.78,2669.71,USD,Latin America,Contract,Industrial,CTR-00102,3,32.59,16.2,SITE-NWE-02,Latin America Distribution,FOB,2573.42,2025-08-18
ORD-00007649,1,2025-08-20,2025-09-03,CUST-00031,Industrial Holdings,MEG-001,Monoethylene Glycol,2.8,816.92,2287.38,USD,Europe,Contract,Consumer,CTR-00031,0,28.83,11.2,SITE-NWE-01,Europe Distribution,CIF,2276.18,2025-08-18
ORD-00007650,1,2025-08-20,2025-08-29,CUST-00036,United Holdings,DEG-001,Diethylene Glycol,278.5,887.37,247132.54,USD,North America,Direct,Automotive,CTR-00036,5,3838.59,696.25,SITE-USG-01,North America Distribution,DAP,234079.66,2025-08-18
ORD-00007651,1,2025-08-20,2025-08-29,CUST-00157,United Manufacturing,PP-001,Propylene Polymer Grade,6.5,1314.82,8546.33,USD,Europe,Contract,Consumer,,0,11.33,26.0,SITE-NWE-02,Europe Distribution,FOB,8520.33,2025-08-18
ORD-00007652,1,2025-08-20,2025-08-30,CUST-00146,United Industries,MMA-001,Methyl Methacrylate,128.1,1797.96,230318.68,USD,Middle East,Distributor,Construction,CTR-00146,3,2040.47,576.45,SITE-USG-01,Middle East Distribution,DAP,222832.67,2025-08-18
ORD-00007653,1,2025-08-20,2025-08-28,CUST-00024,National Industries,BEN-001,Benzene,11.5,1017.66,11703.09,USD,North America,Distributor,Industrial,CTR-00024,0,165.54,28.75,SITE-USG-01,North America Distribution,CIF,11674.34,2025-08-18
ORD-00007654,1,2025-08-20,2025-08-24,CUST-00173,Pacific Group,ACN-001,Acrylonitrile,69.3,1507.29,104455.2,USD,Europe,Distributor,Automotive,,1,10.79,277.2,SITE-NWE-02,Europe Distribution,DAP,103133.45,2025-08-18
ORD-00007655,1,2025-08-20,2025-08-24,CUST-00165,Pacific Holdings,MMA-001,Methyl Methacrylate,2.4,1855.88,4454.11,USD,Asia Pacific,Distributor,Consumer,,0,29.44,12.0,SITE-NEA-01,Asia Pacific Distribution,FOB,4442.11,2025-08-18
ORD-00007656,1,2025-08-20,2025-08-23,CUST-00017,National Corp,XYL-001,Mixed Xylenes,5.3,978.49,5186.0,USD,Middle East,Contract,Construction,,1,83.74,23.85,SITE-NWE-01,Middle East Distribution,DAP,5110.29,2025-08-18
ORD-00007657,1,2025-08-20,2025-08-29,CUST-00071,United Manufacturing,PP-HOMO,Polypropylene Homopolymer,71.2,1627.01,115843.11,USD,Middle East,Spot,Agricultural,,1,87.31,320.4,SITE-USG-02,Middle East Distribution,DAP,114364.28,2025-08-18
ORD-00007658,1,2025-08-20,2025-08-23,CUST-00131,Industrial Holdings,MMA-001,Methyl Methacrylate,1.4,1853.22,2594.51,USD,North America,Spot,Agricultural,,1,44.49,3.5,SITE-USG-01,North America Distribution,CIF,2565.06,2025-08-18
ORD-00007659,1,2025-08-20,2025-08-24,CUST-00104,Atlantic Group,ETH-001,Ethylene,117.9,1054.6,124337.34,USD,Latin America,Contract,Consumer,CTR-00104,1,527.84,707.4,SITE-NWE-02,Latin America Distribution,DDP,122386.57,2025-08-18
ORD-00007660,1,2025-08-20,2025-08-29,CUST-00040,Premier Partners,HDPE-001,HDPE Film Grade,653.0,1289.45,842010.85,USD,Asia Pacific,Spot,Agricultural,CTR-00040,3,7985.56,3265.0,SITE-NEA-02,Asia Pacific Distribution,FOB,813485.52,2025-08-18
ORD-00007661,1,2025-08-20,2025-08-29,CUST-00156,National Holdings,PP-002,Propylene Chemical Grade,2.8,1262.03,3533.68,USD,Latin America,Direct,Industrial,CTR-00156,0,4.33,16.8,SITE-NWE-02,Latin America Distribution,DAP,3516.88,2025-08-18
ORD-00007662,1,2025-08-20,2025-09-02,CUST-00153,Industrial Manufacturing,XYL-001,Mixed Xylenes,14.9,1083.71,16147.28,USD,Asia Pacific,Distributor,Consumer,CTR-00153,0,146.34,74.5,SITE-NEA-01,Asia Pacific Distribution,CIF,16072.78,2025-08-18
ORD-00007663,1,2025-08-20,2025-08-24,CUST-00065,Premier Manufacturing,DEG-001,Diethylene Glycol,39.9,895.62,35735.24,USD,North America,Spot,Agricultural,,1,84.25,99.75,SITE-USG-02,North America Distribution,FOB,35278.14,2025-08-18
ORD-00007664,1,2025-08-20,2025-08-30,CUST-00053,Advanced Corp,TOL-001,Toluene,32.0,927.29,29673.28,USD,Asia Pacific,Distributor,Agricultural,CTR-00053,0,15.09,160.0,SITE-NEA-01,Asia Pacific Distribution,DDP,29513.28,2025-08-18
ORD-00007665,1,2025-08-20,2025-08-30,CUST-00150,Pacific Manufacturing,STY-001,Styrene Monomer,17.8,1384.21,24638.94,USD,Latin America,Direct,Construction,CTR-00150,0,322.92,106.8,SITE-USG-02,Latin America Distribution,DAP,24532.14,2025-08-18
ORD-00007666,1,2025-08-20,2025-08-23,CUST-00112,Atlantic Manufacturing,MEG-001,Monoethylene Glycol,37.8,839.77,31743.31,USD,North America,Spot,Consumer,CTR-00112,1,172.32,94.5,SITE-USG-02,North America Distribution,DAP,31331.38,2025-08-18
ORD-00007667,1,2025-08-20,2025-09-03,CUST-00079,Atlantic Partners,PS-001,Polystyrene GPPS,34.6,1523.82,52724.17,USD,Middle East,Spot,Agricultural,CTR-00079,0,390.54,155.7,SITE-NWE-02,Middle East Distribution,DDP,52568.47,2025-08-18
ORD-00007668,1,2025-08-20,2025-08-30,CUST-00163,Global Chemicals,LLDPE-001,LLDPE C4,353.6,1555.08,549876.29,USD,Middle East,Direct,Construction,CTR-00163,5,8859.12,1591.2,SITE-NWE-02,Middle East Distribution,CIF,520791.28,2025-08-18
ORD-00007669,1,2025-08-20,2025-08-29,CUST-00004,Global Holdings,PP-002,Propylene Chemical Grade,133.1,1274.47,169631.96,USD,North America,Contract,Industrial,CTR-00004,3,1086.32,332.75,SITE-USG-01,North America Distribution,DDP,164210.25,2025-08-18
ORD-00007670,1,2025-08-20,2025-08-30,CUST-00056,Atlantic Partners,PP-COPOLY,Polypropylene Copolymer,2.3,1600.04,3680.09,USD,North America,Direct,Industrial,CTR-00056,0,1.53,5.75,SITE-USG-02,North America Distribution,CIF,3674.34,2025-08-18
ORD-00007671,1,2025-08-20,2025-09-03,CUST-00092,Global Manufacturing,PP-COPOLY,Polypropylene Copolymer,10.8,1532.71,16553.27,USD,Latin America,Contract,Agricultural,CTR-00092,0,178.75,64.8,SITE-NWE-01,Latin America Distribution,DAP,16488.47,2025-08-18
ORD-00007672,1,2025-08-20,2025-08-28,CUST-00089,Pacific Industries,MMA-001,Methyl Methacrylate,1.3,1792.99,2330.89,USD,Europe,Distributor,Agricultural,,0,2.0,5.2,SITE-NWE-02,Europe Distribution,FOB,2325.69,2025-08-18
ORD-00007673,1,2025-08-20,2025-08-27,CUST-00039,National Group,XYL-001,Mixed Xylenes,10.0,1112.62,11126.2,USD,Latin America,Spot,Consumer,CTR-00039,0,43.08,60.0,SITE-NWE-01,Latin America Distribution,CIF,11066.2,2025-08-18
ORD-00007674,1,2025-08-20,2025-08-23,CUST-00127,Pacific LLC,MEG-001,Monoethylene Glycol,40.5,876.94,35516.07,USD,Middle East,Spot,Agricultural,CTR-00127,0,386.82,182.25,SITE-NEA-01,Middle East Distribution,FOB,35333.82,2025-08-18
ORD-00007675,1,2025-08-20,2025-08-30,CUST-00168,Global Partners,PP-HOMO,Polypropylene Homopolymer,2.6,1547.28,4022.93,USD,Asia Pacific,Direct,Agricultural,,1,12.38,13.0,SITE-NEA-02,Asia Pacific Distribution,DAP,3969.7,2025-08-18
ORD-00007676,1,2025-08-20,2025-08-28,CUST-00062,Pacific Chemicals,HDPE-001,HDPE Film Grade,45.7,1521.0,69509.7,USD,Middle East,Spot,Construction,,0,482.7,205.65,SITE-NWE-02,Middle East Distribution,DAP,69304.05,2025-08-18
ORD-00007677,1,2025-08-20,2025-08-27,CUST-00125,United Corp,BUT-001,Butadiene,12.5,1495.46,18693.25,USD,Europe,Direct,Construction,CTR-00125,0,78.82,50.0,SITE-NWE-01,Europe Distribution,CIF,18643.25,2025-08-18
ORD-00007678,1,2025-08-20,2025-08-28,CUST-00135,United Chemicals,PP-002,Propylene Chemical Grade,208.6,1187.1,247629.06,USD,Asia Pacific,Direct,Automotive,,3,4228.38,1043.0,SITE-NEA-02,Asia Pacific Distribution,CIF,239157.19,2025-08-18
ORD-00007679,1,2025-08-20,2025-09-02,CUST-00189,United Holdings,LLDPE-001,LLDPE C4,185.7,1624.04,301584.23,USD,Asia Pacific,Distributor,Agricultural,,3,5082.82,928.5,SITE-NEA-02,Asia Pacific Distribution,DDP,291608.2,2025-08-18
ORD-00007680,1,2025-08-20,2025-08-31,CUST-00150,Pacific Manufacturing,ACN-001,Acrylonitrile,61.0,1580.68,96421.48,USD,Latin America,Distributor,Construction,,0,1545.65,366.0,SITE-NWE-02,Latin America Distribution,CIF,96055.48,2025-08-18
ORD-00007681,1,2025-08-20,2025-08-29,CUST-00178,National LLC,MMA-001,Methyl Methacrylate,29.8,1935.73,57684.75,USD,Latin America,Distributor,Industrial,CTR-00178,1,998.61,178.8,SITE-USG-01,Latin America Distribution,FOB,56929.1,2025-08-18
ORD-00007682,1,2025-08-20,2025-09-03,CUST-00108,Premier Corp,PP-001,Propylene Polymer Grade,34.4,1124.4,38679.36,USD,Middle East,Spot,Automotive,CTR-00108,1,752.99,154.8,SITE-NEA-02,Middle East Distribution,FOB,38137.77,2025-08-18
ORD-00007683,1,2025-08-20,2025-08-31,CUST-00109,Advanced Industries,MMA-001,Methyl Methacrylate,10.9,1951.2,21268.08,USD,Latin America,Contract,Consumer,CTR-00109,0,33.64,65.4,SITE-NWE-02,Latin America Distribution,CIF,21202.68,2025-08-18
ORD-00007684,1,2025-08-20,2025-08-28,CUST-00096,Industrial LLC,PS-001,Polystyrene GPPS,85.5,1328.6,113595.3,USD,Europe,Direct,Agricultural,CTR-00096,1,1595.08,342.0,SITE-NWE-01,Europe Distribution,CIF,112117.35,2025-08-18
ORD-00007685,1,2025-08-20,2025-08-23,CUST-00067,National Partners,PP-HOMO,Polypropylene Homopolymer,1.1,1630.52,1793.57,USD,Latin America,Contract,Consumer,CTR-00067,1,24.44,6.6,SITE-NEA-01,Latin America Distribution,DAP,1769.03,2025-08-18
ORD-00007686,1,2025-08-20,2025-08-30,CUST-00152,Premier Group,LDPE-001,LDPE Injection Grade,38.3,1506.86,57712.74,USD,Latin America,Distributor,Automotive,,0,154.14,229.8,SITE-USG-01,Latin America Distribution,FOB,57482.94,2025-08-18
ORD-00007687,1,2025-08-20,2025-09-03,CUST-00127,Pacific LLC,PP-002,Propylene Chemical Grade,3.1,1199.49,3718.42,USD,Middle East,Contract,Agricultural,CTR-00127,0,0.06,13.95,SITE-USG-02,Middle East Distribution,FOB,3704.47,2025-08-18
ORD-00007688,1,2025-08-20,2025-09-02,CUST-00052,Global Group,STY-001,Styrene Monomer,1.9,1292.47,2455.69,USD,Latin America,Contract,Automotive,CTR-00052,0,44.22,11.4,SITE-NWE-02,Latin America Distribution,CIF,2444.29,2025-08-18
ORD-00007689,1,2025-08-20,2025-08-28,CUST-00199,Premier Corp,PP-COPOLY,Polypropylene Copolymer,8.0,1645.63,13165.04,USD,Latin America,Distributor,Industrial,,1,40.09,48.0,SITE-USG-01,Latin America Distribution,DAP,12985.39,2025-08-18
ORD-00007690,1,2025-08-20,2025-08-30,CUST-00108,Premier Corp,LDPE-001,LDPE Injection Grade,169.2,1403.68,237502.66,USD,Middle East,Distributor,Automotive,CTR-00108,1,2145.12,761.4,SITE-NEA-02,Middle East Distribution,FOB,234366.23,2025-08-18
ORD-00007691,1,2025-08-20,2025-08-23,CUST-00118,Pacific Group,XYL-001,Mixed Xylenes,69.1,977.75,67562.52,USD,Middle East,Contract,Consumer,CTR-00118,3,1264.76,310.95,SITE-USG-02,Middle East Distribution,DAP,65224.69,2025-08-18
ORD-00007692,1,2025-08-20,2025-08-31,CUST-00028,Advanced Chemicals,PP-HOMO,Polypropylene Homopolymer,2.1,1468.56,3083.98,USD,North America,Contract,Agricultural,,0,61.19,5.25,SITE-USG-02,North America Distribution,DDP,3078.73,2025-08-18
ORD-00007693,1,2025-08-20,2025-08-24,CUST-00060,Atlantic Corp,TOL-001,Toluene,5.5,971.24,5341.82,USD,Europe,Spot,Consumer,CTR-00060,0,25.13,22.0,SITE-NWE-01,Europe Distribution,DDP,5319.82,2025-08-18
ORD-00007694,1,2025-08-20,2025-08-29,CUST-00156,National Holdings,DEG-001,Diethylene Glycol,6.8,856.14,5821.75,USD,Latin America,Spot,Industrial,,0,54.33,40.8,SITE-USG-01,Latin America Distribution,CIF,5780.95,2025-08-18
ORD-00007695,1,2025-08-20,2025-08-28,CUST-00129,Premier Manufacturing,TOL-001,Toluene,0.8,942.36,753.89,USD,Latin America,Distributor,Agricultural,CTR-00129,0,6.7,4.8,SITE-USG-01,Latin America Distribution,DAP,749.09,2025-08-18
ORD-00007696,1,2025-08-20,2025-08-31,CUST-00101,Atlantic LLC,LDPE-001,LDPE Injection Grade,12.3,1552.07,19090.46,USD,North America,Contract,Construction,CTR-00101,0,309.74,30.75,SITE-USG-02,North America Distribution,CIF,19059.71,2025-08-18
ORD-00007697,1,2025-08-20,2025-09-02,CUST-00120,Atlantic Manufacturing,MMA-001,Methyl Methacrylate,31.6,1786.53,56454.35,USD,North America,Spot,Automotive,,0,707.36,79.0,SITE-USG-01,North America Distribution,DAP,56375.35,2025-08-18
ORD-00007698,1,2025-08-20,2025-08-23,CUST-00007,Premier Manufacturing,DEG-001,Diethylene Glycol,36.5,967.53,35314.84,USD,North America,Distributor,Industrial,CTR-00007,5,688.05,91.25,SITE-USG-02,North America Distribution,CIF,33457.85,2025-08-18
ORD-00007699,1,2025-08-20,2025-09-02,CUST-00128,Premier LLC,ETH-001,Ethylene,24.6,1119.2,27532.32,USD,Europe,Contract,Consumer,CTR-00128,3,16.59,98.4,SITE-NWE-02,Europe Distribution,DDP,26607.95,2025-08-18
ORD-00007700,1,2025-08-20,2025-09-02,CUST-00110,Atlantic Partners,ACN-001,Acrylonitrile,6.0,1635.38,9812.28,USD,Latin America,Direct,Automotive,CTR-00110,0,69.26,36.0,SITE-USG-02,Latin America Distribution,FOB,9776.28,2025-08-18
ORD-00007701,1,2025-08-20,2025-09-02,CUST-00094,National Chemicals,PP-001,Propylene Polymer Grade,21.0,1277.76,26832.96,USD,Latin America,Contract,Construction,CTR-00094,0,435.08,126.0,SITE-USG-01,Latin America Distribution,DDP,26706.96,2025-08-18
ORD-00007702,1,2025-08-20,2025-09-02,CUST-00018,National Partners,PS-001,Polystyrene GPPS,14.0,1518.92,21264.88,USD,Europe,Direct,Agricultural,CTR-00018,1,402.32,56.0,SITE-NWE-02,Europe Distribution,CIF,20996.23,2025-08-18
ORD-00007703,1,2025-08-20,2025-08-25,CUST-00107,Industrial Holdings,DEG-001,Diethylene Glycol,5.7,795.33,4533.38,USD,Latin America,Distributor,Consumer,,1,27.83,34.2,SITE-NWE-02,Latin America Distribution,DAP,4453.85,2025-08-18
ORD-00007704,1,2025-08-20,2025-08-25,CUST-00100,National Partners,PVC-001,PVC Suspension Grade,480.3,1295.13,622050.94,USD,Asia Pacific,Spot,Construction,CTR-00100,3,5207.36,2401.5,SITE-NEA-01,Asia Pacific Distribution,FOB,600987.91,2025-08-18
ORD-00007705,1,2025-08-20,2025-08-28,CUST-00094,National Chemicals,TOL-001,Toluene,4.8,958.5,4600.8,USD,Latin America,Spot,Construction,CTR-00094,0,57.87,28.8,SITE-USG-02,Latin America Distribution,CIF,4572.0,2025-08-18
ORD-00007706,1,2025-08-20,2025-08-26,CUST-00152,Premier Group,ACN-001,Acrylonitrile,89.1,1618.83,144237.75,USD,Latin America,Spot,Automotive,,0,362.63,534.6,SITE-NWE-02,Latin America Distribution,FOB,143703.15,2025-08-18
ORD-00007707,1,2025-08-20,2025-08-29,CUST-00014,Atlantic Industries,XYL-001,Mixed Xylenes,21.3,1040.64,22165.63,USD,Latin America,Distributor,Construction,CTR-00014,0,338.67,127.8,SITE-NWE-01,Latin America Distribution,FOB,22037.83,2025-08-18
ORD-00007708,1,2025-08-21,2025-08-29,CUST-00129,Premier Manufacturing,LLDPE-001,LLDPE C4,3.0,1632.15,4896.45,USD,Latin America,Contract,Agricultural,CTR-00129,0,64.79,18.0,SITE-USG-02,Latin America Distribution,CIF,4878.45,2025-08-18
ORD-00007709,1,2025-08-21,2025-08-24,CUST-00123,National Industries,PP-HOMO,Polypropylene Homopolymer,1.0,1615.29,1615.29,USD,Middle East,Direct,Agricultural,CTR-00123,0,2.71,4.5,SITE-USG-02,Middle East Distribution,CIF,1610.79,2025-08-18
ORD-00007710,1,2025-08-21,2025-08-28,CUST-00119,Industrial LLC,MMA-001,Methyl Methacrylate,60.1,1686.0,101328.6,USD,Latin America,Distributor,Construction,,3,1149.93,360.6,SITE-NWE-02,Latin America Distribution,DAP,97928.14,2025-08-18
ORD-00007711,1,2025-08-21,2025-08-27,CUST-00157,United Manufacturing,HDPE-001,HDPE Film Grade,16.1,1454.25,23413.43,USD,Europe,Spot,Consumer,CTR-00157,0,28.68,64.4,SITE-NWE-01,Europe Distribution,DAP,23349.03,2025-08-18
ORD-00007712,1,2025-08-21,2025-08-31,CUST-00033,Advanced Holdings,PS-001,Polystyrene GPPS,52.6,1308.77,68841.3,USD,North America,Distributor,Agricultural,,1,199.6,131.5,SITE-USG-02,North America Distribution,DDP,68021.39,2025-08-18
ORD-00007713,1,2025-08-21,2025-08-25,CUST-00190,National Manufacturing,PP-HOMO,Polypropylene Homopolymer,287.5,1562.56,449236.0,USD,Europe,Contract,Consumer,CTR-00190,3,1296.01,1150.0,SITE-NWE-01,Europe Distribution,DAP,434608.92,2025-08-18
ORD-00007714,1,2025-08-21,2025-09-04,CUST-00030,Pacific Group,LLDPE-001,LLDPE C4,192.7,1515.86,292106.22,USD,Europe,Spot,Agricultural,,3,3605.96,770.8,SITE-NWE-02,Europe Distribution,DDP,282572.23,2025-08-18
ORD-00007715,1,2025-08-21,2025-08-31,CUST-00068,United Manufacturing,ACN-001,Acrylonitrile,63.8,1570.36,100188.97,USD,Middle East,Spot,Agricultural,,1,1282.98,287.1,SITE-USG-01,Middle East Distribution,CIF,98899.98,2025-08-18
ORD-00007716,1,2025-08-21,2025-08-30,CUST-00195,Atlantic Corp,HDPE-001,HDPE Film Grade,4.7,1463.93,6880.47,USD,Latin America,Distributor,Construction,CTR-00195,1,71.9,28.2,SITE-NEA-01,Latin America Distribution,FOB,6783.47,2025-08-18
ORD-00007717,1,2025-08-21,2025-09-02,CUST-00161,Global Manufacturing,PP-HOMO,Polypropylene Homopolymer,36.4,1643.79,59833.96,USD,North America,Distributor,Consumer,CTR-00161,0,401.6,91.0,SITE-USG-02,North America Distribution,DAP,59742.96,2025-08-18
ORD-00007718,1,2025-08-21,2025-09-03,CUST-00121,Advanced LLC,BUT-001,Butadiene,49.2,1370.0,67404.0,USD,Middle East,Distributor,Agricultural,CTR-00121,0,794.33,221.4,SITE-NEA-02,Middle East Distribution,DDP,67182.6,2025-08-18
ORD-00007719,1,2025-08-21,2025-08-29,CUST-00036,United Holdings,PP-001,Propylene Polymer Grade,592.2,1214.94,719487.47,USD,North America,Spot,Automotive,CTR-00036,5,2221.27,1480.5,SITE-USG-01,North America Distribution,CIF,682032.6,2025-08-18
ORD-00007720,1,2025-08-21,2025-08-31,CUST-00114,Industrial Industries,MEG-001,Monoethylene Glycol,0.4,855.32,342.13,USD,Middle East,Contract,Automotive,CTR-00114,0,1.53,1.8,SITE-NWE-02,Middle East Distribution,CIF,340.33,2025-08-18
ORD-00007721,1,2025-08-21,2025-08-29,CUST-00100,National Partners,PP-HOMO,Polypropylene Homopolymer,494.6,1574.46,778727.92,USD,Asia Pacific,Direct,Construction,,3,11969.79,2473.0,SITE-NEA-01,Asia Pacific Distribution,DAP,752893.08,2025-08-18
ORD-00007722,1,2025-08-21,2025-08-30,CUST-00117,Advanced Chemicals,PP-HOMO,Polypropylene Homopolymer,237.0,1687.2,399866.4,USD,North America,Contract,Agricultural,,1,56.14,592.5,SITE-USG-01,North America Distribution,FOB,395275.24,2025-08-18
ORD-00007723,1,2025-08-21,2025-09-02,CUST-00037,Pacific LLC,PP-002,Propylene Chemical Grade,15.0,1301.06,19515.9,USD,Asia Pacific,Contract,Construction,CTR-00037,1,289.73,75.0,SITE-NEA-01,Asia Pacific Distribution,DDP,19245.74,2025-08-18
ORD-00007724,1,2025-08-21,2025-08-31,CUST-00187,Pacific LLC,PP-COPOLY,Polypropylene Copolymer,124.6,1742.66,217135.44,USD,Latin America,Contract,Consumer,CTR-00187,1,790.83,747.6,SITE-NWE-01,Latin America Distribution,CIF,214216.49,2025-08-18
ORD-00007725,1,2025-08-21,2025-08-28,CUST-00124,Global Partners,LDPE-001,LDPE Injection Grade,21.6,1609.72,34769.95,USD,North America,Contract,Construction,CTR-00124,0,278.93,54.0,SITE-USG-01,North America Distribution,DDP,34715.95,2025-08-18
ORD-00007726,1,2025-08-21,2025-08-25,CUST-00021,Global LLC,DEG-001,Diethylene Glycol,19.2,920.89,17681.09,USD,Latin America,Contract,Construction,CTR-00021,0,23.53,115.2,SITE-NEA-02,Latin America Distribution,DDP,17565.89,2025-08-18
ORD-00007727,1,2025-08-21,2025-08-25,CUST-00104,Atlantic Group,BUT-001,Butadiene,57.0,1473.96,84015.72,USD,Latin America,Contract,Consumer,,1,624.35,342.0,SITE-NWE-02,Latin America Distribution,CIF,82833.56,2025-08-18
ORD-00007728,1,2025-08-21,2025-09-03,CUST-00012,Industrial Chemicals,DEG-001,Diethylene Glycol,45.3,862.59,39075.33,USD,Asia Pacific,Spot,Automotive,CTR-00012,3,502.04,226.5,SITE-NEA-01,Asia Pacific Distribution,FOB,37676.57,2025-08-18
ORD-00007729,1,2025-08-21,2025-09-04,CUST-00194,Industrial Partners,XYL-001,Mixed Xylenes,3.2,1070.96,3427.07,USD,Latin America,Spot,Consumer,,1,1.58,19.2,SITE-NEA-01,Latin America Distribution,DAP,3373.6,2025-08-18
ORD-00007730,1,2025-08-21,2025-08-28,CUST-00050,Atlantic Corp,PP-HOMO,Polypropylene Homopolymer,839.6,1575.67,1322932.53,USD,Asia Pacific,Spot,Construction,CTR-00050,5,25267.94,4198.0,SITE-NEA-02,Asia Pacific Distribution,DAP,1252587.9,2025-08-18
ORD-00007731,1,2025-08-21,2025-08-30,CUST-00192,Global Group,MMA-001,Methyl Methacrylate,7.1,1792.7,12728.17,USD,Middle East,Contract,Consumer,CTR-00192,0,117.0,31.95,SITE-NEA-02,Middle East Distribution,DDP,12696.22,2025-08-18
ORD-00007732,1,2025-08-21,2025-08-25,CUST-00148,Industrial Manufacturing,STY-001,Styrene Monomer,26.5,1261.01,33416.76,USD,Latin America,Distributor,Industrial,CTR-00148,1,166.9,159.0,SITE-NWE-02,Latin America Distribution,CIF,32923.59,2025-08-18
ORD-00007733,1,2025-08-21,2025-08-31,CUST-00110,Atlantic Partners,ACN-001,Acrylonitrile,16.0,1564.74,25035.84,USD,Latin America,Contract,Automotive,,0,268.27,96.0,SITE-NWE-01,Latin America Distribution,CIF,24939.84,2025-08-18
ORD-00007734,1,2025-08-21,2025-08-27,CUST-00056,Atlantic Partners,TOL-001,Toluene,14.4,1016.84,14642.5,USD,North America,Spot,Industrial,CTR-00056,0,158.33,36.0,SITE-USG-01,North America Distribution,CIF,14606.5,2025-08-18
ORD-00007735,1,2025-08-21,2025-08-28,CUST-00138,Premier Manufacturing,LLDPE-001,LLDPE C4,7.4,1459.83,10802.74,USD,Latin America,Spot,Automotive,,0,178.48,44.4,SITE-NEA-02,Latin America Distribution,FOB,10758.34,2025-08-18
ORD-00007736,1,2025-08-21,2025-08-30,CUST-00021,Global LLC,HDPE-001,HDPE Film Grade,48.6,1475.38,71703.47,USD,Latin America,Direct,Construction,CTR-00021,0,1261.92,291.6,SITE-USG-02,Latin America Distribution,CIF,71411.87,2025-08-18
ORD-00007737,1,2025-08-21,2025-08-28,CUST-00083,United Group,PP-HOMO,Polypropylene Homopolymer,19.4,1601.17,31062.7,USD,Latin America,Direct,Construction,CTR-00083,1,434.98,116.4,SITE-USG-02,Latin America Distribution,DDP,30635.67,2025-08-18
ORD-00007738,1,2025-08-21,2025-08-28,CUST-00159,Global LLC,HDPE-001,HDPE Film Grade,10.5,1402.19,14723.0,USD,Middle East,Contract,Construction,,0,77.16,47.25,SITE-NWE-01,Middle East Distribution,FOB,14675.75,2025-08-18
ORD-00007739,1,2025-08-21,2025-09-03,CUST-00010,United Chemicals,LLDPE-001,LLDPE C4,6.8,1397.31,9501.71,USD,North America,Direct,Industrial,,0,18.97,17.0,SITE-USG-01,North America Distribution,DAP,9484.71,2025-08-18
ORD-00007740,1,2025-08-21,2025-08-27,CUST-00155,Pacific Group,LDPE-001,LDPE Injection Grade,1.5,1569.3,2353.95,USD,Middle East,Direct,Construction,CTR-00155,1,39.0,6.75,SITE-NEA-01,Middle East Distribution,CIF,2323.66,2025-08-18
ORD-00007741,1,2025-08-21,2025-08-29,CUST-00024,National Industries,LLDPE-001,LLDPE C4,21.3,1447.96,30841.55,USD,North America,Spot,Industrial,,0,606.5,53.25,SITE-USG-02,North America Distribution,FOB,30788.3,2025-08-18
ORD-00007742,1,2025-08-21,2025-09-03,CUST-00100,National Partners,HDPE-001,HDPE Film Grade,291.1,1512.35,440245.08,USD,Asia Pacific,Direct,Construction,,3,4180.8,1455.5,SITE-NEA-02,Asia Pacific Distribution,CIF,425582.23,2025-08-18
ORD-00007743,1,2025-08-21,2025-08-31,CUST-00153,Industrial Manufacturing,LLDPE-001,LLDPE C4,13.5,1543.26,20834.01,USD,Asia Pacific,Contract,Consumer,CTR-00153,0,381.07,67.5,SITE-NEA-01,Asia Pacific Distribution,DAP,20766.51,2025-08-18
ORD-00007744,1,2025-08-21,2025-09-03,CUST-00129,Premier Manufacturing,BEN-001,Benzene,64.1,1123.28,72002.25,USD,Latin America,Spot,Agricultural,,0,1200.71,384.6,SITE-USG-02,Latin America Distribution,FOB,71617.65,2025-08-18
ORD-00007745,1,2025-08-21,2025-09-02,CUST-00112,Atlantic Manufacturing,BUT-001,Butadiene,78.7,1480.97,116552.34,USD,North America,Direct,Consumer,CTR-00112,1,656.85,196.75,SITE-USG-02,North America Distribution,DAP,115190.07,2025-08-18
ORD-00007746,1,2025-08-21,2025-09-02,CUST-00195,Atlantic Corp,MMA-001,Methyl Methacrylate,10.7,1802.33,19284.93,USD,Latin America,Spot,Construction,,1,202.94,64.2,SITE-NWE-01,Latin America Distribution,CIF,19027.88,2025-08-18
ORD-00007747,1,2025-08-21,2025-08-24,CUST-00117,Advanced Chemicals,PP-002,Propylene Chemical Grade,26.2,1204.15,31548.73,USD,North America,Distributor,Agricultural,,1,400.8,65.5,SITE-USG-02,North America Distribution,DAP,31167.74,2025-08-18
ORD-00007748,1,2025-08-21,2025-08-28,CUST-00193,Industrial Corp,PS-001,Polystyrene GPPS,6.5,1492.78,9703.07,USD,Europe,Direct,Automotive,CTR-00193,0,148.23,26.0,SITE-NWE-02,Europe Distribution,DDP,9677.07,2025-08-18
ORD-00007749,1,2025-08-21,2025-09-01,CUST-00145,Pacific Partners,PVC-001,PVC Suspension Grade,144.0,1144.24,164770.56,USD,Latin America,Spot,Construction,,3,2288.78,864.0,SITE-USG-02,Latin America Distribution,CIF,158963.44,2025-08-18
